Rice_ID,Region,Rice_Type,Price_per_kg,Demand_Tons,Supply_Tons,Rainfall_mm,Temperature_C,Import_Export,Date
50,East,Basmati,50.37660233,445.1560328,440.5680674,186.4861619,28.32396373,import,19-02-2023
936,NORTH,Basmati,48.38655788,478.1345589,527.7633636,168.6854289,27.58829212,Export,24-07-2025
255,NORTH,,62.06153396,523.215595,273.5465268,192.0157406,32.17832283,Export,12-09-2023
276,West,Basmati,42.65089586,339.6739533,447.2766501,169.5007689,18.35279174,Import,03-10-2023
902,NORTH,basmati,56.36596326,553.8919185,448.3154686,202.846321,32.07737576,Export,20-06-2025
185,,Basmati,53.40600019,567.0219897,556.2793916,207.7024039,33.74506978,import,04-07-2023
583,South,,46.50387813,511.2550715,553.7809677,113.8828322,28.08392582,EXPORT,05-08-2024
661,North,Basmati,227.580989,1711.744131,525.8359749,171.8158669,30.38381475,Import,22-10-2024
897,North,Jasmine,61.76175105,551.9999076,497.1371271,316.9005702,21.90028934,EXPORT,15-06-2025
210,south ,Basmati,65.33978121,657.8106808,343.4631408,169.8054942,35.29011194,Export,29-07-2023
169,North,Brown,49.69112364,553.806172,491.6193813,192.7374353,33.53064275,Export,18-06-2023
867,south ,basmati,205.6889828,1803.375537,623.6623782,198.5598653,31.46098647,Import,16-05-2025
281,,basmati,34.6305204,619.1958856,506.293272,195.7590163,36.60375064,Export,08-10-2023
134,East,,55.20664421,479.0547434,396.9417346,174.7491575,29.7277043,Export,14-05-2023
542,West,Jasmine,41.79656175,334.0244415,438.2047856,147.8192795,34.83636488,import,25-06-2024
56,,,39.37367223,478.0556188,377.835546,120.218162,17.97725237,Import,25-02-2023
121,North,Basmati,58.07293125,519.1506939,452.1444818,228.1567728,30.64730968,,01-05-2023
555,North,Basmati,72.14251523,359.9326009,499.1661274,153.603935,33.67670577,Export,08-07-2024
26,North,,49.85710969,610.1155762,370.5535077,,34.15559999,Import,26-01-2023
73,West,Brown,54.01343627,507.8896097,499.269282,138.2359753,30.2855892,Import,14-03-2023
539,,Jasmine,35.50143435,399.2186101,372.3010124,211.4573417,32.64387339,import,22-06-2024
45,East,,74.02026282,417.9758671,256.1345879,198.5129173,30.72453985,EXPORT,14-02-2023
498,West,White,41.86354644,520.677478,463.697434,269.9295502,27.37270793,EXPORT,12-05-2024
199,South,Jasmine,37.21977417,479.4272409,553.0130483,90.06535939,32.60250942,EXPORT,18-07-2023
378,North,Brown,43.53470479,446.5266752,739.6808849,109.8055437,25.1736183,EXPORT,13-01-2024
315,West,White,50.96433719,452.1432758,434.6934412,,33.05996316,EXPORT,11-11-2023
719,East,Brown,55.21295291,453.085097,318.6421167,153.8196519,22.06483119,EXPORT,19-12-2024
209,West,Basmati,60.89664865,370.1873115,543.0228468,152.4365303,27.87550455,,28-07-2023
722,NORTH,Jasmine,49.54973177,512.5365316,696.7841606,236.5800551,27.76313375,EXPORT,22-12-2024
919,south ,Basmati,47.34230414,495.5256819,525.749312,177.3446205,26.25075895,EXPORT,07-07-2025
536,South,,38.89776613,516.4910143,604.8226278,226.9640225,35.18078631,,19-06-2024
696,East,Jasmine,63.68421954,610.506073,481.0593766,131.2814298,32.71436674,EXPORT,26-11-2024
605,NORTH,Jasmine,52.05686375,486.7912994,549.5302779,187.785953,35.6312309,Export,27-08-2024
591,,basmati,35.89175502,500.0445494,697.1417902,193.6268516,27.11192891,Import,13-08-2024
291,North,,59.76383953,521.3903868,351.8838179,54.77678017,41.06195319,,18-10-2023
960,West,Jasmine,59.03922751,519.5845247,368.3202938,230.1686586,38.8634583,Export,17-08-2025
333,south ,Jasmine,44.72530676,N/A,608.2751442,193.047484,40.57207417,EXPORT,29-11-2023
211,south ,Basmati,27.50904272,382.9982349,,180.3528999,30.95815981,EXPORT,30-07-2023
343,East,basmati,41.51901301,440.1574065,369.9686946,162.7338258,31.3849726,,09-12-2023
61,south ,Jasmine,52.75510562,483.8635627,538.1335926,278.7694737,26.4654761,Import,02-03-2023
345,south ,Basmati,71.55743163,680.2164808,687.845915,282.4891843,,EXPORT,11-12-2023
891,East,Brown,65.21398498,N/A,649.2256566,159.3819053,21.40931255,Import,09-06-2025
712,,White,57.60904743,,435.9107296,142.0793414,34.3659157,,12-12-2024
468,South,basmati,44.97537513,337.6444762,576.8933662,213.2292268,23.73097586,Import,12-04-2024
424,,Brown,49.59911487,552.0968166,398.2733807,192.5284257,28.36156729,Import,28-02-2024
260,South,Basmati,37.03624081,479.2522477,355.5281111,201.2381769,29.22225266,,17-09-2023
781,south ,basmati,32.95121446,401.9738824,497.9303368,201.1051375,28.57484576,Export,19-02-2025
406,East,,38.28958146,389.8206802,595.1948009,159.752029,27.5651185,,10-02-2024
789,East,Jasmine,47.78139096,326.0934369,,172.2963136,,EXPORT,27-02-2025
768,North,Brown,60.12546001,586.7632084,445.7395564,305.6174855,34.2578816,,06-02-2025
484,,Jasmine,37.18702327,629.0368122,540.63918,184.0415043,29.73378715,,28-04-2024
531,West,Basmati,263.0331417,1720.304713,370.0890327,138.1739832,16.90423897,EXPORT,14-06-2024
811,North,Jasmine,59.02469223,433.3715799,352.3452461,224.8406254,23.77616563,EXPORT,21-03-2025
1000,south ,,38.27408391,592.3970459,542.4663669,170.2942185,30.00360453,EXPORT,26-09-2025
967,East,Basmati,65.72814641,403.7312968,358.3432881,205.6328844,35.44307351,EXPORT,24-08-2025
111,South,Basmati,33.4950879,484.0405438,655.7345175,212.5147655,29.92656793,import,21-04-2023
996,south ,Brown,52.80121389,344.6416457,449.8103003,209.4116636,28.98691616,Export,22-09-2025
559,NORTH,basmati,68.61315597,517.4817769,,267.9291435,26.848586,import,12-07-2024
794,south ,Jasmine,53.16979418,526.1266684,611.1884529,158.6742414,31.66704506,Export,04-03-2025
937,south ,Jasmine,35.87331582,344.6867947,415.0649553,178.7638892,29.28566707,import,25-07-2025
920,West,Jasmine,64.3342242,378.6058294,463.6887252,175.3304625,25.36502807,Import,08-07-2025
943,NORTH,Jasmine,33.71109816,622.123566,499.1577323,165.3344627,35.50331972,Export,31-07-2025
320,,White,50.81276843,542.2655066,443.9454157,93.81584913,31.44432474,Import,16-11-2023
517,south ,White,31.00823612,338.4633549,283.4874099,209.974265,20.1039707,Export,31-05-2024
450,South,Brown,50.90042838,418.7272043,382.3763581,197.1932859,24.84928867,import,25-03-2024
784,South,Brown,61.00597607,468.7457263,568.8488547,167.4448551,30.36529096,Import,22-02-2025
594,south ,Brown,57.71438992,475.8768934,494.346831,236.0386042,30.59339542,,16-08-2024
910,NORTH,Basmati,57.32649361,473.8294932,494.6177647,164.473496,28.69349945,import,28-06-2025
744,South,Basmati,59.92688539,450.7856485,443.6446348,247.9720266,23.14177678,Export,13-01-2025
138,South,basmati,49.1047739,467.9908019,423.078547,157.0383429,34.44770616,Export,18-05-2023
800,North,Basmati,43.54228649,521.1878679,660.5057139,159.4012924,28.33027202,import,10-03-2025
934,East,White,45.69843364,448.7854268,449.6457961,219.5470299,31.37456355,Import,22-07-2025
823,south ,basmati,282.6641587,1847.390344,353.2406401,36.2494683,27.06735503,Import,02-04-2025
766,south ,basmati,57.77531241,607.765131,699.2713806,225.876005,27.23978192,import,04-02-2025
262,West,Basmati,46.99095981,373.0604793,322.0475951,117.8723323,42.18621288,import,19-09-2023
568,,White,43.50734422,574.3815699,339.7510766,273.3535818,33.36017473,,21-07-2024
833,South,Basmati,62.21800553,635.2028476,383.4330513,,26.07585048,,12-04-2025
382,south ,Brown,42.06718106,545.479517,577.0709667,,26.51345425,EXPORT,
334,West,Basmati,53.61676585,613.3623472,490.9425929,260.2547827,31.87584507,Import,30-11-2023
537,NORTH,White,52.77983065,430.5642029,311.5198444,174.6133348,30.20548191,,20-06-2024
352,West,,54.63972283,579.2934853,652.7334858,155.3585201,36.96327444,Import,18-12-2023
786,East,,49.36553936,553.8798159,354.9782945,168.780086,28.15044765,import,24-02-2025
452,South,Jasmine,45.45179684,624.7756834,420.8672726,252.0457041,31.8854511,EXPORT,27-03-2024
79,West,White,56.18686548,500.7964283,512.0007317,214.026617,30.21391451,Import,20-03-2023
30,NORTH,Brown,59.95752237,446.8443063,398.4670892,204.5091319,26.55632141,Import,30-01-2023
713,NORTH,,48.00471327,446.1962757,455.5527446,209.8824651,28.0453847,EXPORT,13-12-2024
278,East,,54.53537834,515.0405438,215.2297382,143.4549854,31.67419098,Import,05-10-2023
248,West,,40.62771951,557.2092778,432.4648682,207.4678101,26.89115324,EXPORT,05-09-2023
658,East,basmati,41.7098308,505.7290354,606.5294535,201.1225206,26.90913419,import,19-10-2024
307,,White,54.62626335,444.9278804,619.8038526,105.6234048,27.99542403,import,03-11-2023
166,south ,,48.3603912,259.0111833,483.729116,305.8373411,26.99744491,Import,15-06-2023
817,West,basmati,42.66212026,329.7786734,590.4013752,201.1428755,21.71809736,Import,27-03-2025
179,North,Brown,39.10406902,598.0853449,404.3737736,284.8716091,41.69564476,Export,28-06-2023
486,south ,Basmati,30.52116487,402.6757687,712.2384404,216.7510648,,Import,30-04-2024
66,NORTH,Brown,284.072254,1748.037898,457.583593,189.3710686,25.84849734,,07-03-2023
142,North,,53.79726187,710.3806092,610.5287812,208.0890956,30.42694305,EXPORT,22-05-2023
437,South,Brown,49.11657341,389.1742538,453.3973704,266.5190843,29.21481655,Export,12-03-2024
523,,Basmati,43.77621805,430.9613374,385.2783586,173.3072535,31.94671197,Export,06-06-2024
845,,Brown,,381.4139453,538.5725781,162.4550265,44.07992952,,24-04-2025
421,North,basmati,30.39841992,638.7257411,379.1530157,179.6878776,26.55042011,Export,25-02-2024
405,,Jasmine,44.92892106,399.7528068,454.4004241,193.7510135,29.20714954,import,09-02-2024
680,North,Jasmine,55.11415501,431.2615688,341.162583,180.2392499,23.74963241,Export,10-11-2024
266,North,basmati,42.99168321,571.41035,519.0524231,314.0249653,36.94100469,Import,23-09-2023
880,NORTH,basmati,65.31323745,529.08528,621.8113675,176.7670274,32.99199004,import,29-05-2025
293,East,Jasmine,53.02685349,345.9752368,360.2790513,203.5940468,33.38239334,Import,20-10-2023
222,East,,57.25151399,558.4572628,,248.7839173,25.81265992,EXPORT,10-08-2023
828,West,Brown,unknown,533.2065249,514.6358581,258.3392497,44.16747806,,07-04-2025
236,East,basmati,53.96838666,537.1094051,691.9986587,236.7299064,25.00496884,import,24-08-2023
526,south ,Basmati,49.80376514,498.346425,692.4201139,199.4138248,27.0642292,EXPORT,09-06-2024
193,,basmati,57.21466274,667.1482891,248.1399405,193.4631467,29.74768476,import,12-07-2023
322,South,,46.93219607,605.2528941,811.9175537,202.2935722,35.84704116,import,18-11-2023
50,East,Basmati,50.37660233,445.1560328,440.5680674,186.4861619,28.32396373,import,19-02-2023
892,NORTH,Jasmine,,619.513918,462.5908085,185.6515182,23.98598403,,
3,NORTH,Basmati,50.74206214,525.5273387,379.6671605,220.5266007,41.02764784,Export,03-01-2023
818,NORTH,basmati,50.36063391,453.7184314,443.8364255,236.8756447,27.43841345,Import,28-03-2025
371,North,Basmati,24.74281366,605.8207047,580.3594463,254.1960483,29.09909584,import,06-01-2024
922,NORTH,White,54.88691953,359.8997162,661.1349232,115.8327653,25.52002073,Import,10-07-2025
250,south ,Basmati,49.24855833,375.6676072,587.3668218,141.342172,17.72513229,Import,07-09-2023
549,South,White,66.81092315,385.4461782,413.5133648,214.6637483,36.0399702,,02-07-2024
433,North,Brown,61.42326455,651.3597975,455.48456,216.0438256,29.44254606,EXPORT,08-03-2024
972,,basmati,41.26590366,372.0629504,337.5041518,250.0826752,39.95447316,EXPORT,29-08-2025
508,West,,49.1410675,528.4868643,391.8530284,223.2886659,35.69987557,Export,22-05-2024
34,East,Jasmine,43.1184031,585.6617105,549.8693373,158.7007911,36.54358339,Export,03-02-2023
205,West,Jasmine,37.06854676,539.3269223,683.7711488,106.9024933,27.77665466,Import,24-07-2023
890,South,Basmati,46.93118851,400.3950214,544.0377594,270.1767666,38.85352825,,08-06-2025
589,south ,Brown,37.46651807,608.5926696,432.2229587,155.681243,32.30712416,Import,11-08-2024
731,south ,,41.94628173,318.7961099,362.6013351,166.2828523,36.42020503,,31-12-2024
78,North,Jasmine,44.70701762,533.5037125,395.2127305,183.6688255,30.6476982,Export,19-03-2023
85,south ,Brown,38.72172779,389.4646682,217.7643783,281.0487983,22.03018135,Export,26-03-2023
306,West,basmati,51.08542676,367.4490088,688.1798269,137.6867993,33.30551389,,02-11-2023
83,south ,Jasmine,203.3393296,1740.434447,454.0257333,163.5673793,27.62909471,Export,24-03-2023
449,East,basmati,47.71017139,519.7327263,547.1492474,238.8323014,28.00008986,Import,24-03-2024
998,,Jasmine,58.73169431,559.3926734,700.572085,200.0354314,27.98122316,import,24-09-2025
752,NORTH,,62.57059957,514.1169299,593.1054274,277.8153694,40.01341383,import,21-01-2025
532,South,Basmati,35.9949204,450.7641926,616.1153753,233.7754999,23.54738636,EXPORT,15-06-2024
324,,,37.8545651,,378.9945665,144.4787125,32.31226993,,20-11-2023
496,south ,Basmati,52.6589848,545.2531436,414.2200373,114.5672876,31.79767972,,
911,North,Jasmine,58.55460009,582.9129827,665.4308604,71.32378782,35.41176937,import,29-06-2025
6,,White,46.57024172,415.725741,685.5201255,195.8036373,33.93508285,Import,06-01-2023
426,West,,41.37094661,N/A,510.5996101,218.4886719,23.5264741,import,01-03-2024
491,south ,White,52.10470542,670.5014147,408.8988522,204.7867917,22.71659279,EXPORT,05-05-2024
98,south ,basmati,67.80829213,405.2507865,398.4738516,201.7312369,34.50748267,Import,08-04-2023
601,South,,48.07888947,543.3489717,373.05378,234.961529,27.4493963,,23-08-2024
423,NORTH,Brown,38.06940045,381.4537646,489.6949956,228.7952218,28.81947995,EXPORT,27-02-2024
886,North,basmati,53.42815162,480.9158681,680.8681906,155.9051689,31.45503431,import,04-06-2025
282,south ,,52.67751224,440.7733469,489.2573743,275.505534,30.84687526,,09-10-2023
267,North,Brown,58.02901618,484.6173973,445.6597636,141.1989934,33.62177256,EXPORT,24-09-2023
443,South,Jasmine,43.59506565,594.844635,474.4966489,254.0860847,33.29849885,,18-03-2024
746,West,basmati,41.60119103,444.6807817,448.2994788,168.7209681,37.11877038,,15-01-2025
383,,,55.40112712,577.4131462,435.0983669,101.7035503,20.92229185,,18-01-2024
693,south ,White,31.69231552,509.8310192,343.8724341,188.3243771,36.6669365,EXPORT,23-11-2024
894,,Brown,48.31691766,415.5101547,576.1297157,219.6481876,24.47187249,,12-06-2025
535,NORTH,Brown,44.85358451,513.5718591,554.4897066,273.3436645,35.92090508,,18-06-2024
119,,,53.74280056,552.2243681,498.2253132,,28.37134772,Export,29-04-2023
389,NORTH,Basmati,44.36350973,476.2056453,651.10737,145.0176353,28.51471396,import,24-01-2024
251,,basmati,44.21036745,403.851163,588.1948051,114.7565699,28.85985985,Export,08-09-2023
